date,region,state,cases,newCases,deaths
03/11/20,Sudeste,Minas Gerais,1,0,0
03/12/20,Sudeste,Minas Gerais,1,0,0
03/13/20,Sudeste,Minas Gerais,2,1,0
03/14/20,Sudeste,Minas Gerais,2,0,0
03/15/20,Sudeste,Minas Gerais,2,0,0
03/16/20,Sudeste,Minas Gerais,5,3,0
03/17/20,Sudeste,Minas Gerais,7,2,0
03/18/20,Sudeste,Minas Gerais,15,8,0
03/19/20,Sudeste,Minas Gerais,29,14,0
03/20/20,Sudeste,Minas Gerais,35,6,0
03/21/20,Sudeste,Minas Gerais,38,3,0
03/22/20,Sudeste,Minas Gerais,83,45,0
03/23/20,Sudeste,Minas Gerais,128,45,0
03/24/20,Sudeste,Minas Gerais,130,2,0
03/25/20,Sudeste,Minas Gerais,133,3,0
03/26/20,Sudeste,Minas Gerais,153,20,0
03/27/20,Sudeste,Minas Gerais,189,36,0
03/28/20,Sudeste,Minas Gerais,205,16,0
03/29/20,Sudeste,Minas Gerais,231,26,0
03/30/20,Sudeste,Minas Gerais,261,30,1
03/31/20,Sudeste,Minas Gerais,275,14,2
04/01/20,Sudeste,Minas Gerais,314,39,3
04/02/20,Sudeste,Minas Gerais,370,56,4
04/03/20,Sudeste,Minas Gerais,397,27,6
04/04/20,Sudeste,Minas Gerais,430,33,6
04/05/20,Sudeste,Minas Gerais,498,68,6
04/06/20,Sudeste,Minas Gerais,525,27,9
04/07/20,Sudeste,Minas Gerais,559,34,11
04/08/20,Sudeste,Minas Gerais,614,55,14
04/09/20,Sudeste,Minas Gerais,655,41,15
04/10/20,Sudeste,Minas Gerais,698,43,17
04/11/20,Sudeste,Minas Gerais,750,52,17
04/12/20,Sudeste,Minas Gerais,806,56,20
04/13/20,Sudeste,Minas Gerais,815,9,23
04/14/20,Sudeste,Minas Gerais,884,69,27
04/15/20,Sudeste,Minas Gerais,903,19,30
04/16/20,Sudeste,Minas Gerais,958,55,33
04/17/20,Sudeste,Minas Gerais,1021,63,35
04/18/20,Sudeste,Minas Gerais,1077,56,39
04/19/20,Sudeste,Minas Gerais,1154,77,39
04/20/20,Sudeste,Minas Gerais,1189,35,41
04/21/20,Sudeste,Minas Gerais,1230,41,44
04/22/20,Sudeste,Minas Gerais,1283,53,47
04/23/20,Sudeste,Minas Gerais,1308,25,51
04/24/20,Sudeste,Minas Gerais,1419,111,54
04/25/20,Sudeste,Minas Gerais,1481,62,58
04/26/20,Sudeste,Minas Gerais,1548,67,61
04/27/20,Sudeste,Minas Gerais,1586,38,62
04/28/20,Sudeste,Minas Gerais,1649,63,71
04/29/20,Sudeste,Minas Gerais,1758,109,80
04/30/20,Sudeste,Minas Gerais,1827,69,82
05/01/20,Sudeste,Minas Gerais,1935,108,88
05/02/20,Sudeste,Minas Gerais,2023,88,88
05/03/20,Sudeste,Minas Gerais,2118,95,89
05/04/20,Sudeste,Minas Gerais,2347,229,90
05/05/20,Sudeste,Minas Gerais,2452,105,94
05/06/20,Sudeste,Minas Gerais,2605,153,97
05/07/20,Sudeste,Minas Gerais,2770,165,106
05/08/20,Sudeste,Minas Gerais,2943,173,111
05/09/20,Sudeste,Minas Gerais,3123,180,118
05/10/20,Sudeste,Minas Gerais,3237,114,119
05/11/20,Sudeste,Minas Gerais,3320,83,121
05/12/20,Sudeste,Minas Gerais,3435,115,127
05/13/20,Sudeste,Minas Gerais,3733,298,135
05/14/20,Sudeste,Minas Gerais,3950,217,139
03/05/20,Sudeste,Rio de Janeiro,1,1,0
03/06/20,Sudeste,Rio de Janeiro,1,0,0
03/07/20,Sudeste,Rio de Janeiro,2,1,0
03/08/20,Sudeste,Rio de Janeiro,3,1,0
03/09/20,Sudeste,Rio de Janeiro,3,0,0
03/10/20,Sudeste,Rio de Janeiro,8,5,0
03/11/20,Sudeste,Rio de Janeiro,13,5,0
03/12/20,Sudeste,Rio de Janeiro,16,3,0
03/13/20,Sudeste,Rio de Janeiro,16,0,0
03/14/20,Sudeste,Rio de Janeiro,22,6,0
03/15/20,Sudeste,Rio de Janeiro,24,2,0
03/16/20,Sudeste,Rio de Janeiro,31,7,0
03/17/20,Sudeste,Rio de Janeiro,33,2,0
03/18/20,Sudeste,Rio de Janeiro,45,12,0
03/19/20,Sudeste,Rio de Janeiro,65,20,2
03/20/20,Sudeste,Rio de Janeiro,109,44,2
03/21/20,Sudeste,Rio de Janeiro,119,10,3
03/22/20,Sudeste,Rio de Janeiro,186,67,3
03/23/20,Sudeste,Rio de Janeiro,233,47,4
03/24/20,Sudeste,Rio de Janeiro,305,72,6
03/25/20,Sudeste,Rio de Janeiro,370,65,6
03/26/20,Sudeste,Rio de Janeiro,421,51,9
03/27/20,Sudeste,Rio de Janeiro,493,72,10
03/28/20,Sudeste,Rio de Janeiro,558,65,13
03/29/20,Sudeste,Rio de Janeiro,600,42,17
03/30/20,Sudeste,Rio de Janeiro,657,57,18
03/31/20,Sudeste,Rio de Janeiro,708,51,23
04/01/20,Sudeste,Rio de Janeiro,832,124,28
04/02/20,Sudeste,Rio de Janeiro,992,160,41
04/03/20,Sudeste,Rio de Janeiro,1074,82,47
04/04/20,Sudeste,Rio de Janeiro,1246,172,58
04/05/20,Sudeste,Rio de Janeiro,1394,148,64
04/06/20,Sudeste,Rio de Janeiro,1461,67,71
04/07/20,Sudeste,Rio de Janeiro,1688,227,89
04/08/20,Sudeste,Rio de Janeiro,1938,250,106
04/09/20,Sudeste,Rio de Janeiro,2216,278,122
04/10/20,Sudeste,Rio de Janeiro,2464,248,147
04/11/20,Sudeste,Rio de Janeiro,2607,143,155
04/12/20,Sudeste,Rio de Janeiro,2855,248,170
04/13/20,Sudeste,Rio de Janeiro,3231,376,188
04/14/20,Sudeste,Rio de Janeiro,3410,179,224
04/15/20,Sudeste,Rio de Janeiro,3743,333,265
04/16/20,Sudeste,Rio de Janeiro,3944,201,300
04/17/20,Sudeste,Rio de Janeiro,4349,405,341
04/18/20,Sudeste,Rio de Janeiro,4543,194,387
04/19/20,Sudeste,Rio de Janeiro,4765,222,402
04/20/20,Sudeste,Rio de Janeiro,4899,134,422
04/21/20,Sudeste,Rio de Janeiro,5306,407,461
04/22/20,Sudeste,Rio de Janeiro,5552,246,490
04/23/20,Sudeste,Rio de Janeiro,6172,620,530
04/24/20,Sudeste,Rio de Janeiro,6282,110,570
04/25/20,Sudeste,Rio de Janeiro,6828,546,615
04/26/20,Sudeste,Rio de Janeiro,7111,283,645
04/27/20,Sudeste,Rio de Janeiro,7944,833,677
04/28/20,Sudeste,Rio de Janeiro,8504,560,738
04/29/20,Sudeste,Rio de Janeiro,8869,365,794
04/30/20,Sudeste,Rio de Janeiro,9453,584,854
05/01/20,Sudeste,Rio de Janeiro,10166,713,921
05/02/20,Sudeste,Rio de Janeiro,10546,380,971
05/03/20,Sudeste,Rio de Janeiro,11139,593,1019
05/04/20,Sudeste,Rio de Janeiro,11721,582,1065
05/05/20,Sudeste,Rio de Janeiro,12391,670,1123
05/06/20,Sudeste,Rio de Janeiro,13295,904,1205
05/07/20,Sudeste,Rio de Janeiro,14156,861,1394
05/08/20,Sudeste,Rio de Janeiro,15741,1585,1503
05/09/20,Sudeste,Rio de Janeiro,16929,1188,1653
05/10/20,Sudeste,Rio de Janeiro,17062,133,1714
05/11/20,Sudeste,Rio de Janeiro,17939,877,1770
05/12/20,Sudeste,Rio de Janeiro,18486,547,1928
05/13/20,Sudeste,Rio de Janeiro,18728,242,2050
05/14/20,Sudeste,Rio de Janeiro,19467,739,2247
02/26/20,Sudeste,Sí£o Paulo,1,1,0
02/27/20,Sudeste,Sí£o Paulo,1,0,0
02/28/20,Sudeste,Sí£o Paulo,1,0,0
02/29/20,Sudeste,Sí£o Paulo,2,1,0
03/01/20,Sudeste,Sí£o Paulo,2,0,0
03/02/20,Sudeste,Sí£o Paulo,2,0,0
03/03/20,Sudeste,Sí£o Paulo,2,0,0
03/04/20,Sudeste,Sí£o Paulo,3,1,0
03/05/20,Sudeste,Sí£o Paulo,6,3,0
03/06/20,Sudeste,Sí£o Paulo,10,4,0
03/07/20,Sudeste,Sí£o Paulo,13,3,0
03/08/20,Sudeste,Sí£o Paulo,16,3,0
03/09/20,Sudeste,Sí£o Paulo,16,0,0
03/10/20,Sudeste,Sí£o Paulo,19,3,0
03/11/20,Sudeste,Sí£o Paulo,30,11,0
03/12/20,Sudeste,Sí£o Paulo,42,12,0
03/13/20,Sudeste,Sí£o Paulo,56,14,0
03/14/20,Sudeste,Sí£o Paulo,65,9,0
03/15/20,Sudeste,Sí£o Paulo,136,71,0
03/16/20,Sudeste,Sí£o Paulo,152,16,0
03/17/20,Sudeste,Sí£o Paulo,164,12,1
03/18/20,Sudeste,Sí£o Paulo,240,76,4
03/19/20,Sudeste,Sí£o Paulo,286,46,4
03/20/20,Sudeste,Sí£o Paulo,396,110,9
03/21/20,Sudeste,Sí£o Paulo,459,63,15
03/22/20,Sudeste,Sí£o Paulo,631,172,22
03/23/20,Sudeste,Sí£o Paulo,745,114,30
03/24/20,Sudeste,Sí£o Paulo,810,65,40
03/25/20,Sudeste,Sí£o Paulo,862,52,48
03/26/20,Sudeste,Sí£o Paulo,1052,190,58
03/27/20,Sudeste,Sí£o Paulo,1223,171,68
03/28/20,Sudeste,Sí£o Paulo,1406,183,84
03/29/20,Sudeste,Sí£o Paulo,1451,45,98
03/30/20,Sudeste,Sí£o Paulo,1517,66,113
03/31/20,Sudeste,Sí£o Paulo,2339,822,136
04/01/20,Sudeste,Sí£o Paulo,2981,642,164
04/02/20,Sudeste,Sí£o Paulo,3506,525,188
04/03/20,Sudeste,Sí£o Paulo,4048,542,219
04/04/20,Sudeste,Sí£o Paulo,4466,418,260
04/05/20,Sudeste,Sí£o Paulo,4620,154,275
04/06/20,Sudeste,Sí£o Paulo,4866,246,304
04/07/20,Sudeste,Sí£o Paulo,5682,816,371
04/08/20,Sudeste,Sí£o Paulo,6708,1026,428
04/09/20,Sudeste,Sí£o Paulo,7480,772,496
04/10/20,Sudeste,Sí£o Paulo,8216,736,540
04/11/20,Sudeste,Sí£o Paulo,8419,203,560
04/12/20,Sudeste,Sí£o Paulo,8755,336,588
04/13/20,Sudeste,Sí£o Paulo,8895,140,608
04/14/20,Sudeste,Sí£o Paulo,9371,476,695
04/15/20,Sudeste,Sí£o Paulo,11043,1672,778
04/16/20,Sudeste,Sí£o Paulo,11568,525,853
04/17/20,Sudeste,Sí£o Paulo,12841,1273,928
04/18/20,Sudeste,Sí£o Paulo,13894,1053,991
04/19/20,Sudeste,Sí£o Paulo,14267,373,1015
04/20/20,Sudeste,Sí£o Paulo,14580,313,1037
04/21/20,Sudeste,Sí£o Paulo,15385,805,1093
04/22/20,Sudeste,Sí£o Paulo,15914,529,1134
04/23/20,Sudeste,Sí£o Paulo,16740,826,1345
04/24/20,Sudeste,Sí£o Paulo,17826,1086,1512
04/25/20,Sudeste,Sí£o Paulo,20004,2178,1667
04/26/20,Sudeste,Sí£o Paulo,20715,711,1700
04/27/20,Sudeste,Sí£o Paulo,21696,981,1825
04/28/20,Sudeste,Sí£o Paulo,24041,2345,2049
04/29/20,Sudeste,Sí£o Paulo,26158,2117,2247
04/30/20,Sudeste,Sí£o Paulo,28698,2540,2375
05/01/20,Sudeste,Sí£o Paulo,30374,1676,2511
05/02/20,Sudeste,Sí£o Paulo,31174,800,2586
05/03/20,Sudeste,Sí£o Paulo,31772,598,2627
05/04/20,Sudeste,Sí£o Paulo,32187,415,2654
05/05/20,Sudeste,Sí£o Paulo,34053,1866,2851
05/06/20,Sudeste,Sí£o Paulo,37853,3800,3045
05/07/20,Sudeste,Sí£o Paulo,39928,2075,3206
05/08/20,Sudeste,Sí£o Paulo,41830,1902,3416
05/09/20,Sudeste,Sí£o Paulo,44411,2581,3608
05/10/20,Sudeste,Sí£o Paulo,45444,1033,3709
05/11/20,Sudeste,Sí£o Paulo,46131,687,3743
05/12/20,Sudeste,Sí£o Paulo,47719,1588,3949
05/13/20,Sudeste,Sí£o Paulo,51097,3378,4118
05/14/20,Sudeste,Sí£o Paulo,54286,3189,4315
03/12/20,Sul,Paraníç,6,6,0
03/13/20,Sul,Paraníç,6,0,0
03/14/20,Sul,Paraníç,6,0,0
03/15/20,Sul,Paraníç,6,0,0
03/16/20,Sul,Paraníç,6,0,0
03/17/20,Sul,Paraníç,6,0,0
03/18/20,Sul,Paraníç,13,7,0
03/19/20,Sul,Paraníç,23,10,0
03/20/20,Sul,Paraníç,32,9,0
03/21/20,Sul,Paraníç,43,11,0
03/22/20,Sul,Paraníç,50,7,0
03/23/20,Sul,Paraníç,56,6,0
03/24/20,Sul,Paraníç,65,9,0
03/25/20,Sul,Paraníç,81,16,0
03/26/20,Sul,Paraníç,102,21,0
03/27/20,Sul,Paraníç,119,17,2
03/28/20,Sul,Paraníç,133,14,2
03/29/20,Sul,Paraníç,148,15,2
03/30/20,Sul,Paraníç,155,7,3
03/31/20,Sul,Paraníç,179,24,3
04/01/20,Sul,Paraníç,224,45,3
04/02/20,Sul,Paraníç,252,28,4
04/03/20,Sul,Paraníç,301,49,4
04/04/20,Sul,Paraníç,395,94,6
04/05/20,Sul,Paraníç,438,43,9
04/06/20,Sul,Paraníç,458,20,11
04/07/20,Sul,Paraníç,503,45,15
04/08/20,Sul,Paraníç,539,36,17
04/09/20,Sul,Paraníç,609,70,22
04/10/20,Sul,Paraníç,643,34,25
04/11/20,Sul,Paraníç,676,33,26
04/12/20,Sul,Paraníç,738,62,30
04/13/20,Sul,Paraníç,756,18,31
04/14/20,Sul,Paraníç,791,35,36
04/15/20,Sul,Paraníç,803,12,38
04/16/20,Sul,Paraníç,832,29,41
04/17/20,Sul,Paraníç,874,42,42
04/18/20,Sul,Paraníç,945,71,46
04/19/20,Sul,Paraníç,987,42,48
04/20/20,Sul,Paraníç,1007,20,51
04/21/20,Sul,Paraníç,1024,17,51
04/22/20,Sul,Paraníç,1063,39,57
04/23/20,Sul,Paraníç,1082,19,60
04/24/20,Sul,Paraníç,1119,37,64
04/25/20,Sul,Paraníç,1140,21,69
04/26/20,Sul,Paraníç,1156,16,72
04/27/20,Sul,Paraníç,1186,30,75
04/28/20,Sul,Paraníç,1271,85,77
04/29/20,Sul,Paraníç,1348,77,82
04/30/20,Sul,Paraníç,1407,59,83
05/01/20,Sul,Paraníç,1447,40,89
05/02/20,Sul,Paraníç,1492,45,90
05/03/20,Sul,Paraníç,1514,22,93
05/04/20,Sul,Paraníç,1562,48,94
05/05/20,Sul,Paraníç,1588,26,99
05/06/20,Sul,Paraníç,1627,39,101
05/07/20,Sul,Paraníç,1656,29,104
05/08/20,Sul,Paraníç,1711,55,106
05/09/20,Sul,Paraníç,1785,74,107
05/10/20,Sul,Paraníç,1835,50,109
05/11/20,Sul,Paraníç,1849,14,111
05/12/20,Sul,Paraníç,1906,57,113
05/13/20,Sul,Paraníç,1996,90,117
05/14/20,Sul,Paraníç,2063,67,119
03/10/20,Sul,Rio Grande do Sul,1,1,0
03/11/20,Sul,Rio Grande do Sul,2,1,0
03/12/20,Sul,Rio Grande do Sul,4,2,0
03/13/20,Sul,Rio Grande do Sul,4,0,0
03/14/20,Sul,Rio Grande do Sul,6,2,0
03/15/20,Sul,Rio Grande do Sul,6,0,0
03/16/20,Sul,Rio Grande do Sul,6,0,0
03/17/20,Sul,Rio Grande do Sul,10,4,0
03/18/20,Sul,Rio Grande do Sul,19,9,0
03/19/20,Sul,Rio Grande do Sul,28,9,0
03/20/20,Sul,Rio Grande do Sul,37,9,0
03/21/20,Sul,Rio Grande do Sul,60,23,0
03/22/20,Sul,Rio Grande do Sul,72,12,0
03/23/20,Sul,Rio Grande do Sul,86,14,0
03/24/20,Sul,Rio Grande do Sul,98,12,0
03/25/20,Sul,Rio Grande do Sul,123,25,1
03/26/20,Sul,Rio Grande do Sul,168,45,1
03/27/20,Sul,Rio Grande do Sul,195,27,2
03/28/20,Sul,Rio Grande do Sul,197,2,2
03/29/20,Sul,Rio Grande do Sul,226,29,2
03/30/20,Sul,Rio Grande do Sul,241,15,3
03/31/20,Sul,Rio Grande do Sul,274,33,4
04/01/20,Sul,Rio Grande do Sul,306,32,4
04/02/20,Sul,Rio Grande do Sul,334,28,5
04/03/20,Sul,Rio Grande do Sul,396,62,5
04/04/20,Sul,Rio Grande do Sul,410,14,6
04/05/20,Sul,Rio Grande do Sul,418,8,7
04/06/20,Sul,Rio Grande do Sul,481,63,7
04/07/20,Sul,Rio Grande do Sul,508,27,8
04/08/20,Sul,Rio Grande do Sul,555,47,9
04/09/20,Sul,Rio Grande do Sul,618,63,12
04/10/20,Sul,Rio Grande do Sul,636,18,14
04/11/20,Sul,Rio Grande do Sul,640,4,15
04/12/20,Sul,Rio Grande do Sul,653,13,16
04/13/20,Sul,Rio Grande do Sul,664,11,16
04/14/20,Sul,Rio Grande do Sul,700,36,18
04/15/20,Sul,Rio Grande do Sul,747,47,19
04/16/20,Sul,Rio Grande do Sul,780,33,19
04/17/20,Sul,Rio Grande do Sul,802,22,22
04/18/20,Sul,Rio Grande do Sul,831,29,24
04/19/20,Sul,Rio Grande do Sul,854,23,24
04/20/20,Sul,Rio Grande do Sul,889,35,27
04/21/20,Sul,Rio Grande do Sul,904,15,27
04/22/20,Sul,Rio Grande do Sul,923,19,27
04/23/20,Sul,Rio Grande do Sul,994,71,29
04/24/20,Sul,Rio Grande do Sul,1061,67,31
04/25/20,Sul,Rio Grande do Sul,1096,35,34
04/26/20,Sul,Rio Grande do Sul,1166,70,35
04/27/20,Sul,Rio Grande do Sul,1228,62,42
04/28/20,Sul,Rio Grande do Sul,1286,58,45
04/29/20,Sul,Rio Grande do Sul,1368,82,50
04/30/20,Sul,Rio Grande do Sul,1466,98,51
05/01/20,Sul,Rio Grande do Sul,1529,63,58
05/02/20,Sul,Rio Grande do Sul,1619,90,62
05/03/20,Sul,Rio Grande do Sul,1666,47,65
05/04/20,Sul,Rio Grande do Sul,1711,45,74
05/05/20,Sul,Rio Grande do Sul,1815,104,79
05/06/20,Sul,Rio Grande do Sul,2050,235,87
05/07/20,Sul,Rio Grande do Sul,2129,79,90
05/08/20,Sul,Rio Grande do Sul,2447,318,91
05/09/20,Sul,Rio Grande do Sul,2493,46,95
05/10/20,Sul,Rio Grande do Sul,2542,49,97
05/11/20,Sul,Rio Grande do Sul,2576,34,105
05/12/20,Sul,Rio Grande do Sul,2917,341,111
05/13/20,Sul,Rio Grande do Sul,2917,0,111
05/14/20,Sul,Rio Grande do Sul,2997,80,120
03/13/20,Sul,Santa Catarina,2,2,0
03/14/20,Sul,Santa Catarina,4,2,0
03/15/20,Sul,Santa Catarina,6,2,0
03/16/20,Sul,Santa Catarina,7,1,0
03/17/20,Sul,Santa Catarina,7,0,0
03/18/20,Sul,Santa Catarina,10,3,0
03/19/20,Sul,Santa Catarina,20,10,0
03/20/20,Sul,Santa Catarina,21,1,0
03/21/20,Sul,Santa Catarina,51,30,0
03/22/20,Sul,Santa Catarina,57,6,0
03/23/20,Sul,Santa Catarina,68,11,0
03/24/20,Sul,Santa Catarina,107,39,0
03/25/20,Sul,Santa Catarina,109,2,0
03/26/20,Sul,Santa Catarina,122,13,1
03/27/20,Sul,Santa Catarina,149,27,1
03/28/20,Sul,Santa Catarina,184,35,1
03/29/20,Sul,Santa Catarina,194,10,1
03/30/20,Sul,Santa Catarina,197,3,1
03/31/20,Sul,Santa Catarina,219,22,2
04/01/20,Sul,Santa Catarina,235,16,2
04/02/20,Sul,Santa Catarina,247,12,2
04/03/20,Sul,Santa Catarina,281,34,5
04/04/20,Sul,Santa Catarina,334,53,5
04/05/20,Sul,Santa Catarina,357,23,10
04/06/20,Sul,Santa Catarina,379,22,10
04/07/20,Sul,Santa Catarina,417,38,11
04/08/20,Sul,Santa Catarina,457,40,15
04/09/20,Sul,Santa Catarina,501,44,17
04/10/20,Sul,Santa Catarina,693,192,18
04/11/20,Sul,Santa Catarina,732,39,21
04/12/20,Sul,Santa Catarina,768,36,24
04/13/20,Sul,Santa Catarina,777,9,24
04/14/20,Sul,Santa Catarina,826,49,26
04/15/20,Sul,Santa Catarina,853,27,28
04/16/20,Sul,Santa Catarina,884,31,29
04/17/20,Sul,Santa Catarina,926,42,30
04/18/20,Sul,Santa Catarina,962,36,31
04/19/20,Sul,Santa Catarina,975,13,32
04/20/20,Sul,Santa Catarina,1025,50,35
04/21/20,Sul,Santa Catarina,1063,38,35
04/22/20,Sul,Santa Catarina,1091,28,37
04/23/20,Sul,Santa Catarina,1115,24,39
04/24/20,Sul,Santa Catarina,1170,55,42
04/25/20,Sul,Santa Catarina,1209,39,42
04/26/20,Sul,Santa Catarina,1235,26,42
04/27/20,Sul,Santa Catarina,1337,102,43
04/28/20,Sul,Santa Catarina,1476,139,44
04/29/20,Sul,Santa Catarina,1995,519,44
04/30/20,Sul,Santa Catarina,2085,90,46
05/01/20,Sul,Santa Catarina,2104,19,48
05/02/20,Sul,Santa Catarina,2346,242,52
05/03/20,Sul,Santa Catarina,2346,0,52
05/04/20,Sul,Santa Catarina,2519,173,52
05/05/20,Sul,Santa Catarina,2623,104,55
05/06/20,Sul,Santa Catarina,2917,294,59
05/07/20,Sul,Santa Catarina,3082,165,63
05/08/20,Sul,Santa Catarina,3205,123,63
05/09/20,Sul,Santa Catarina,3372,167,64
05/10/20,Sul,Santa Catarina,3429,57,65
05/11/20,Sul,Santa Catarina,3529,100,69
05/12/20,Sul,Santa Catarina,3733,204,73
05/13/20,Sul,Santa Catarina,3828,95,73
05/14/20,Sul,Santa Catarina,4332,504,78